Property_ID,Property_Name,City,Neighborhood,Price,Bedrooms,Bathrooms,Square_Feet,Property_Type,Latitude,Longitude,School_Distance,Parking,Age_of_Property,Status,Builder,Listing_Date
PROP00384,Tambaram Estate,Chennai,Tambaram,4074000,1,1,567,Studio,13.084206,80.279028,3.7,Yes,2,Available,Tata Housing,2022-01-16
PROP01065,Thane Residency,Mumbai,Thane,37430000,4,3,1854,Apartment,19.106073,72.874625,6.5,No,15,Sold,DLF Ltd,2026-06-01
PROP00263,Navrangpura Heights,Ahmedabad,Navrangpura,11974000,3,,1611,Independent House,22.988993,72.546647,5.4,Yes,15,Available,Independent Builder,2023-10-23
PROP00993,Kondapur Enclave,Hyderabad,Kondapur,16998000,1,1,1555,Apartment,17.45047,78.421014,2.2,Yes,3,Available,Lodha Group,2024-09-07
PROP00937,Vastrapur Gardens,Ahmedabad,Vastrapur,4386000,3,3,679,Apartment,23.00922,72.524913,2.7,Yes,5,Sold,Puravankara,2026-05-31
PROP01081,Marathahalli Homes,Bangalore,Marathahalli,30438000,2,1,1773,Apartment,12.930702,77.574967,3.9,No,3,Sold,Tata Housing,2022-09-03
PROP00830,T Nagar Residency,Chennai,T Nagar,6761000,2,2,972,Apartment,13.100083,80.307302,1.1,Yes,5,Available,Tata Housing,2025-07-31
PROP00206,Madhapur Court,Hyderabad,Madhapur,4577000,1,1,396,Studio,17.353674,78.519453,4.9,Yes,5,Available,Local Developer,2023-05-24
PROP00654,Rohini Enclave,Delhi,Rohini,29314000,4,4,1581,Apartment,28.74811,77.02629,6.4,No,20,Under Construction,DLF Ltd,2023-08-18
PROP01029,Powai Estate,Mumbai,Powai,6943000,1,1,351,Studio,19.119254,72.919052,2.3,Yes,0,Sold,Brigade Group,2022-09-06
PROP00124,Yelahanka Towers,Bangalore,Yelahanka,26934000,5,4,3170,Villa,12.91303,77.556916,3.1,,5,Available,DLF Ltd,2025-03-13
PROP00669,Saket Residency,Delhi,Saket,94194000,5,,3167,Villa,28.66942,77.12176,7.4,Yes,0,Sold,Godrej Properties,2022-07-03
PROP01092,Maninagar Residency,Ahmedabad,Maninagar,19076000,4,4,2717,Villa,23.071632,72.527084,6.3,No,7,Sold,DLF Ltd,2024-04-15
PROP00501,Hinjewadi Homes,Pune,Hinjewadi,17895000,2,2,2014,Apartment,18.546799,73.800958,6.1,No,2,Available,Oberoi Realty,2024-04-26
PROP01058,Rohini Heights,Delhi,Rohini,19844000,3,3,2170,Independent House,28.684026,77.107785,5.5,No,0,Available,,2023-03-10
PROP01100,Prahlad Nagar Estate,Ahmedabad,Prahlad Nagar,3606000,1,1,576,Studio,22.965484,72.608196,1.9,Yes,3,Available,Puravankara,2024-06-21
PROP01076,Prahlad Nagar Court,Ahmedabad,Prahlad Nagar,13274000,3,2,1694,Independent House,23.0255,72.624267,2.3,Yes,10,Sold,Local Developer,2022-05-07
PROP00536,Kondapur Estate,Hyderabad,Kondapur,28462000,3,3,2420,Villa,17.431307,78.437678,4.7,Yes,5,Available,Local Developer,2025-06-25
PROP00283,Marathahalli Enclave,Bangalore,Marathahalli,17377000,3,3,2051,Apartment,12.97178,77.529089,3,Yes,25,Available,Tata Housing,2025-11-02
PROP00361,Saket Homes,Delhi,Saket,73848000,3,3,3178,Independent House,28.68173,77.028234,6.2,Yes,5,Under Construction,Godrej Properties,2026-04-03
PROP00470,Thaltej Enclave,Ahmedabad,Thaltej,18700000,3,3,2124,Independent House,22.963862,72.519157,4.8,Yes,3,Available,Oberoi Realty,2024-01-23
PROP00602,Secunderabad Estate,Hyderabad,Secunderabad,49993000,5,5,4276,Penthouse,17.31516,78.552121,6.4,Yes,7,Sold,DLF Ltd,2024-03-17
PROP00474,HSR Layout Homes,Bangalore,HSR Layout,69230000,4,3,3514,Villa,12.893251,77.535913,2.7,No,25,Available,Oberoi Realty,2025-12-21
PROP00819,Thane Heights,Mumbai,Thane,73683000,3,3,2599,Independent House,19.100497,72.95358,3.4,Yes,20,Available,Tata Housing,2025-06-23
PROP00641,Kukatpally Court,Hyderabad,Kukatpally,34039000,3,3,2916,Penthouse,17.323936,78.554431,7.4,Yes,20,Available,Oberoi Realty,2024-12-22
PROP00034,SG Highway Gardens,Ahmedabad,SG Highway,3217000,1,1,593,Studio,22.982058,72.593426,6.2,No,25,Available,Puravankara,2022-06-08
PROP01110,Adyar Enclave,Chennai,Adyar,10114000,3,3,1033,Apartment,13.131917,80.328316,0.3,Yes,7,Available,Godrej Properties,2025-09-11
PROP00861,Yelahanka Residency,Bangalore,Yelahanka,29234000,3,3,2756,Independent House,12.951563,77.537835,5.9,Yes,7,Sold,Sobha Ltd,2023-01-09
PROP00987,Andheri Residency,Mumbai,Andheri,51937000,3,3,2023,Apartment,19.034509,72.83297,4.9,,15,Available,Sobha Ltd,2022-11-07
PROP00740,Worli Gardens,mumbai,Worli,54185000,3,2,1891,Independent House,19.094488,72.855571,5.3,Yes,0,Available,Independent Builder,2023-10-20
PROP00857,Juhu Enclave,Mumbai,Juhu,77853000,3,3,1830,Apartment,19.038429,72.849072,6.3,Yes,0,Under Construction,DLF Ltd,2026-02-14
PROP00028,Viman Nagar Court,Pune,Viman Nagar,14660000,4,4,1443,Apartment,18.569442,73.886597,7.5,Yes,5,Available,Independent Builder,2023-11-08
PROP00812,Indiranagar Gardens,Bangalore,Indiranagar,7321000,4,3,643,Apartment,12.920602,77.560186,0.2,Yes,0,Sold,Independent Builder,2022-09-23
PROP01112,T Nagar Gardens,Chennai,T Nagar,22175000,4,3,2297,Villa,13.157727,80.311494,7.6,Yes,2,Available,Tata Housing,2025-01-14
PROP00608,OMR Homes,Chennai,OMR,16958000,3,3,2059,Independent House,13.128745,80.251331,7.7,Yes,0,Available,Shapoorji Pallonji,2022-08-14
PROP00697,Wakad Heights,Pune,Wakad,33234000,5,5,4124,Villa,18.480231,73.794473,1.1,Yes,20,Available,Godrej Properties,2024-12-25
PROP00344,Hadapsar Gardens,Pune,Hadapsar,72564000,4,3,4847,Villa,18.585366,73.860988,2.2,Yes,3,Available,Local Developer,2025-06-19
PROP01045,Rohini Towers,Delhi,Rohini,8357000,1,1,516,Studio,28.707119,77.06651,5.4,Yes,2,Available,Sobha Ltd,2025-09-25
PROP00426,Thane Gardens,Mumbai,Thane,98865000,5,5,3066,Villa,19.00155,72.848411,2.9,Yes,10,Available,Prestige Group,2024-12-28
PROP00143,Whitefield Enclave,Bangalore,Whitefield,13940000,2,2,1292,Independent House,12.901802,77.67366,7.5,Yes,10,Available,Oberoi Realty,2023-01-04
PROP00089,Navrangpura Heights,Ahmedabad,Navrangpura,7586000,1,1,1048,Apartment,23.026334,72.554723,2.6,Yes,2,Available,Prestige Group,2022-06-06
PROP01016,Maninagar Enclave,Ahmedabad,Maninagar,8714000,3,3,1791,Apartment,23.066672,72.573783,4.1,Yes,3,Available,Brigade Group,2025-09-23
PROP00218,Dwarka Estate,Delhi,Dwarka,16181000,1,1,643,Studio,28.747433,77.113297,,Yes,20,Available,Tata Housing,2022-08-02
PROP00494,Dwarka Gardens,Delhi,Dwarka,108086000,5,5,4360,Villa,28.727828,77.164762,1.1,Yes,10,Sold,DLF Ltd,2022-11-27
PROP00399,Gachibowli Court,Hyderabad,Gachibowli,49879000,5,5,3958,Villa,17.434964,78.417916,2,No,10,Available,Shapoorji Pallonji,2024-01-06
PROP00483,Dwarka Residency,Delhi,Dwarka,43049000,3,3,1861,Independent House,28.711645,77.118867,0.9,Yes,1,Available,Oberoi Realty,2022-07-02
PROP00259,Prahlad Nagar Homes,Ahmedabad,Prahlad Nagar,12952000,2,2,1847,Apartment,23.002322,72.508412,7.2,No,1,Sold,Local Developer,2026-01-17
PROP00243,Saket Residency,Delhi,Saket,61733000,4,,4005,Villa,28.692806,77.091144,,Yes,0,Available,Local Developer,2024-02-04
PROP00226,Thane Heights,Mumbai,Thane,76967000,4,3,3188,Independent House,19.005757,72.859637,4.3,No,20,Under Construction,Puravankara,2023-09-05
PROP00203,Worli Heights,Mumbai,Worli,259514000,4,4,3719,Villa,19.01878,72.842472,0.5,Yes,15,Available,Brigade Group,2024-07-27
PROP00562,Bandra Enclave,Mumbai,Bandra,29925000,4,4,829,Apartment,19.070279,72.871517,0.8,Yes,10,Available,Lodha Group,2022-11-27
PROP00036,Greater Kailash Towers,Delhi,Greater Kailash,49899000,3,,1974,Apartment,28.746595,77.083361,0.2,Yes,3,Sold,Oberoi Realty,2025-01-07
PROP00264,Navrangpura Residency,Ahmedabad,Navrangpura,59017000,5,,4761,Villa,23.082896,72.558982,0.3,Yes,0,Available,DLF Ltd,2025-10-04
PROP01062,Powai Gardens,Mumbai,Powai,151446000,4,4,5272,Villa,19.133329,72.884687,0.8,Yes,5,Available,Godrej Properties,2023-06-16
PROP00380,Saket Gardens,Delhi,Saket,7545000,1,1,350,Studio,28.696576,77.069141,5,No,2,Available,Brigade Group,2023-09-06
PROP01051,Electronic City Towers,Bangalore,Electronic City,82161000,5,4,4743,Villa,12.952387,77.614539,7.1,Yes,0,Under Construction,Brigade Group,2024-08-23
PROP00800,Hitech City Estate,Hyderabad,Hitech City,30814000,3,2,2602,Independent House,17.364881,78.483075,2.9,No,15,Sold,Local Developer,2023-03-12
PROP00019,Porur Estate,Chennai,Porur,5137000,1,1,454,Studio,13.04089,80.254026,5.4,Yes,10,Available,Godrej Properties,2022-01-20
PROP00586,Navrangpura Towers,Ahmedabad,Navrangpura,13258000,2,1,2135,Independent House,23.076167,72.639406,0.4,Yes,15,Available,Local Developer,2026-03-19
PROP00505,Porur Heights,Chennai,Porur,7009000,1,1,557,Studio,13.016185,80.276689,,Yes,15,Under Construction,Lodha Group,2023-03-14
PROP00409,Worli Enclave,mumbai,Worli,20690000,3,2,745,Apartment,19.117781,72.884056,1.9,Yes,3,Available,Godrej Properties,2026-06-20
PROP00794,Viman Nagar Towers,Pune,Viman Nagar,73832000,4,,3920,Penthouse,18.473592,73.888645,4.1,Yes,0,Available,Sobha Ltd,2023-06-13
PROP00868,Andheri Towers,Mumbai,Andheri,45335000,3,3,1918,Apartment,19.113354,72.892738,0.7,No,1,Available,,2026-04-15
PROP00713,Koramangala Estate,Bangalore,Koramangala,14079000,1,1,1145,Apartment,12.944609,77.524338,,Yes,2,Available,Shapoorji Pallonji,2026-02-25
PROP00137,Pitampura Homes,Delhi,Pitampura,28088000,1,1,1227,Apartment,28.727826,77.137476,0.3,Yes,3,Sold,Sobha Ltd,2022-12-26
PROP00497,Madhapur Towers,Hyderabad,Madhapur,5291000,3,3,646,Apartment,17.346729,78.515008,1.6,Yes,0,Available,Godrej Properties,2025-06-18
PROP00534,Bopal Heights,Ahmedabad,Bopal,13257000,2,2,3082,Independent House,23.040218,72.560494,1,Yes,15,Available,Oberoi Realty,2024-04-02
PROP01097,Maninagar Towers,Ahmedabad,Maninagar,8732000,2,1,1042,Apartment,22.992219,72.572845,5.1,Yes,0,Sold,Prestige Group,2024-09-06
PROP00793,Nungambakkam Enclave,Chennai,Nungambakkam,10982000,3,2,1277,Apartment,13.126279,80.274387,6.7,Yes,0,Under Construction,Tata Housing,2024-02-29
PROP00167,Viman Nagar Enclave,Pune,Viman Nagar,15942000,2,2,1173,Apartment,18.493555,73.875931,6.5,Yes,10,Available,Independent Builder,2025-05-02
PROP01139,Tambaram Enclave,Chennai,Tambaram,3645000,1,1,401,Studio,13.055013,80.327319,0.8,Yes,2,Sold,Prestige Group,2023-04-30
PROP00557,Hitech City Estate,Hyderabad,Hitech City,6384000,2,2,816,Apartment,17.435863,78.513067,1.4,Yes,20,Available,Local Developer,2025-11-03
PROP00312,Maninagar Court,Ahmedabad,Maninagar,13176000,4,4,1595,Apartment,23.014009,72.503945,5,No,25,Under Construction,Prestige Group,2025-08-04
PROP01135,Adyar Heights,Chennai,Adyar,5543000,1,1,616,Studio,13.081026,80.223333,4.5,Yes,0,Available,,2024-04-07
PROP00640,Wakad Heights,Pune,Wakad,11170000,3,3,840,Apartment,18.44424,73.845042,1.3,Yes,2,Under Construction,Independent Builder,2024-02-27
PROP00488,Electronic City Estate,Bangalore,Electronic City,43334000,3,2,2466,Villa,12.920753,77.577473,0.8,Yes,5,Sold,Puravankara,2026-04-01
PROP00782,Pitampura Heights,Delhi,Pitampura,22560000,3,3,1219,Apartment,28.642867,77.112123,3.1,No,10,Available,Shapoorji Pallonji,2023-10-12
PROP00991,Juhu Court,Mumbai,Juhu,246132000,5,5,5433,Villa,19.108553,72.893853,5.7,No,1,Sold,Sobha Ltd,2023-03-23
PROP00537,Vasant Kunj Estate,Delhi,Vasant Kunj,10042000,1,1,673,Apartment,28.693836,77.176059,6.1,Yes,20,Under Construction,Prestige Group,2022-10-29
PROP00506,Wakad Gardens,Pune,Wakad,38295000,4,4,2095,Villa,18.48179,73.909857,2.6,No,15,Available,DLF Ltd,2024-02-03
PROP00022,Karol Bagh Homes,Delhi,Karol Bagh,78786000,4,4,5465,Villa,28.668369,77.023067,6.2,Yes,1,Sold,Shapoorji Pallonji,2025-12-16
PROP00742,Juhu Estate,Mumbai,Juhu,23171000,2,2,1081,Apartment,19.096854,72.821204,5,,2,Available,DLF Ltd,2023-01-13
PROP00971,Velachery Estate,Chennai,Velachery,36466000,3,3,3315,Penthouse,13.126818,80.319788,7.3,No,0,Available,Sobha Ltd,2023-11-28
PROP00199,Koramangala Residency,Bangalore,Koramangala,6196000,1,1,409,Studio,12.892011,77.65199,0.3,Yes,10,Available,Prestige Group,2023-01-02
PROP00966,Malad Estate,Mumbai,Malad,50710000,1,1,1414,Apartment,18.997691,72.89331,2.9,Yes,2,Available,Tata Housing,2025-04-22
PROP00311,Porur Enclave,Chennai,Porur,22019000,2,1,1697,Apartment,13.043934,80.193874,1.1,Yes,20,Sold,Independent Builder,2025-01-07
PROP00035,Karol Bagh Residency,Delhi,Karol Bagh,8484000,3,,715,Apartment,28.685386,77.046949,,No,7,Available,Puravankara,2024-05-01
PROP00630,Karol Bagh Enclave,Delhi,Karol Bagh,48698000,3,3,1793,Independent House,28.633827,77.178096,1.7,No,10,Sold,Shapoorji Pallonji,2022-06-03
PROP00582,Anna Nagar Towers,Chennai,Anna Nagar,11294000,3,3,1561,Independent House,13.024193,80.268535,4.1,Yes,10,Sold,Sobha Ltd,2023-01-16
PROP00032,Baner Estate,Pune,Baner,20298000,4,4,1728,Apartment,18.501837,73.840644,1.4,Yes,0,Sold,Sobha Ltd,2022-12-27
PROP01069,Karol Bagh Towers,Delhi,Karol Bagh,44989000,4,3,3513,Villa,28.651338,77.114792,5.9,Yes,25,Available,Oberoi Realty,2023-03-02
PROP00667,Vasant Kunj Gardens,Delhi,Vasant Kunj,43592000,3,3,2135,Apartment,28.658682,77.056062,1.7,Yes,5,Sold,DLF Ltd,2023-09-11
PROP00903,Powai Gardens,Mumbai,Powai,13770000,1,1,600,Studio,19.048381,72.94866,2.2,No,3,Available,Lodha Group,2025-03-13
PROP01006,T Nagar Towers,Chennai,T Nagar,72152000,3,3,5878,Penthouse,13.119732,80.292333,1.3,Yes,0,Sold,Lodha Group,2024-03-18
PROP01142,Hadapsar Towers,Pune,Hadapsar,5949000,3,3,907,Apartment,18.44927,73.816138,7.2,,15,Under Construction,Local Developer,2022-08-19
PROP00244,HSR Layout Residency,Bangalore,HSR Layout,17848000,1,1,1833,Apartment,13.002564,77.569696,1.2,No,15,Sold,Prestige Group,2022-05-14
PROP00038,Kothrud Heights,Pune,Kothrud,6164000,3,3,827,Apartment,18.482025,73.829076,3.7,Yes,7,Available,Oberoi Realty,2023-06-01
PROP00420,Viman Nagar Homes,Pune,Viman Nagar,7171000,2,1,1038,Apartment,18.516959,73.926964,4.7,Yes,2,Available,Lodha Group,2024-10-28
PROP00892,Bopal Enclave,Ahmedabad,Bopal,47875000,3,2,5107,Penthouse,23.098624,72.506915,5.5,Yes,20,Available,Prestige Group,2024-06-21
PROP00531,Malad Towers,Mumbai,Malad,16507000,1,1,622,Studio,19.058697,72.851253,7.1,Yes,2,Under Construction,Oberoi Realty,2022-06-02
PROP01048,SG Highway Gardens,Ahmedabad,SG Highway,25627000,4,4,3157,Penthouse,22.945243,72.528907,4,Yes,15,Available,Prestige Group,2022-08-13
PROP00481,Hitech City Enclave,Hyderabad,Hitech City,23533000,3,3,1936,Apartment,17.309154,78.51571,5.5,No,5,Sold,Godrej Properties,2023-10-25
PROP00285,Jayanagar Gardens,Bangalore,Jayanagar,16526000,4,3,973,Apartment,12.9494,77.589748,3.7,Yes,0,Under Construction,Brigade Group,2022-07-31
PROP00773,Powai Court,Mumbai,Powai,65927000,3,2,1621,Apartment,19.117693,72.807129,4,No,3,Sold,Prestige Group,2022-03-16
PROP00445,Thane Heights,Mumbai,Thane,38658000,3,3,1130,Apartment,19.045921,72.953889,3.7,No,3,Under Construction,Oberoi Realty,2023-01-22
PROP00099,Madhapur Estate,Hyderabad,Madhapur,12246000,4,3,1679,Independent House,17.459495,78.532199,7.3,Yes,5,Sold,Tata Housing,2024-06-21
PROP00561,Andheri Homes,Mumbai,Andheri,102693000,4,4,3679,Villa,19.003142,72.801975,5.2,No,7,Available,Oberoi Realty,2023-02-03
PROP00988,Kharadi Towers,Pune,Kharadi,21732000,3,3,2850,Independent House,18.539007,73.929416,0.9,Yes,10,Available,Sobha Ltd,2024-04-12
PROP00251,Satellite Enclave,Ahmedabad,Satellite,3054000,1,1,534,Studio,23.060666,72.5066,6.1,Yes,0,Under Construction,Independent Builder,2025-08-18
PROP00086,Hitech City Enclave,Hyderabad,Hitech City,16673000,4,4,1764,Apartment,17.354347,78.441983,7.9,Yes,0,Available,Sobha Ltd,2026-04-21
PROP00381,Kondapur Gardens,Hyderabad,Kondapur,43514000,5,4,2533,Penthouse,17.325409,78.45377,3.1,Yes,0,Sold,Brigade Group,2022-08-13
PROP00348,Saket Gardens,Delhi,Saket,20216000,3,3,1895,Apartment,28.685253,77.176197,5,Yes,7,Available,Prestige Group,2024-05-23
PROP00802,Baner Homes,Pune,Baner,12841000,4,3,2066,Apartment,18.582094,73.805206,2,Yes,5,Available,DLF Ltd,2025-06-04
PROP00331,HSR Layout Residency,Bangalore,HSR Layout,45748000,3,3,2053,Villa,13.024732,77.589489,5.2,Yes,15,Sold,Oberoi Realty,2024-01-26
PROP00539,Bopal Heights,Ahmedabad,Bopal,11895000,4,3,1524,Apartment,23.017284,72.602186,6.8,Yes,20,Available,Brigade Group,2022-11-29
PROP00797,Secunderabad Heights,Hyderabad,Secunderabad,56929000,5,5,4993,Villa,17.42074,78.502851,4,No,3,Available,Sobha Ltd,2026-04-12
PROP00125,Electronic City Court,Bangalore,Electronic City,14833000,3,2,1472,Apartment,13.049855,77.623464,1.1,Yes,7,Available,,2025-02-16
PROP00106,Electronic City Enclave,Bangalore,Electronic City,30371000,3,3,2814,Independent House,13.008871,77.615121,6.2,Yes,1,Available,Shapoorji Pallonji,2023-11-25
PROP00559,Yelahanka Enclave,Bangalore,Yelahanka,24548000,4,4,2172,Apartment,13.023349,77.650575,3.4,Yes,20,Sold,Puravankara,2024-02-27
PROP01088,Kukatpally Enclave,Hyderabad,Kukatpally,48776000,4,3,3189,Villa,17.353641,78.495425,6.4,,2,Available,Sobha Ltd,2024-09-03
PROP00397,Maninagar Gardens,Ahmedabad,Maninagar,11454000,1,,1557,Apartment,22.971051,72.570129,1.3,No,2,Sold,Godrej Properties,2024-06-23
PROP00622,Secunderabad Homes,Hyderabad,Secunderabad,5290000,3,3,719,Apartment,17.329399,78.488498,2.1,Yes,3,Under Construction,Sobha Ltd,2025-09-26
PROP00225,Janakpuri Heights,Delhi,Janakpuri,9416000,1,1,539,Studio,28.666227,77.096909,2,Yes,20,Available,Local Developer,2025-09-28
PROP00231,Thane Court,Mumbai,Thane,74830000,3,3,1836,Independent House,19.133318,72.907276,7.8,Yes,1,Available,Local Developer,2024-06-26
PROP00044,Pitampura Residency,Delhi,Pitampura,80509000,5,5,3377,Villa,28.702108,77.079272,2.2,Yes,20,Sold,Lodha Group,2025-02-12
PROP00860,Saket Gardens,Delhi,Saket,17543000,3,2,1661,Independent House,28.639266,77.087114,7.1,Yes,2,Available,Prestige Group,2026-02-04
PROP00376,Kukatpally Enclave,Hyderabad,Kukatpally,25052000,3,3,2815,Independent House,17.309842,78.482753,2.9,No,1,Available,Brigade Group,2025-05-22
PROP00839,Karol Bagh Homes,Delhi,Karol Bagh,19397000,2,2,1309,Apartment,28.740374,77.155177,2.7,Yes,7,Sold,Oberoi Realty,2022-01-12
PROP00367,Adyar Residency,Chennai,Adyar,25979000,3,2,2357,Independent House,13.091528,80.193695,4.7,Yes,5,Available,Prestige Group,2023-07-29
PROP00252,Jayanagar Homes,Bangalore,Jayanagar,3907000,1,1,487,Studio,13.021994,77.543859,3.3,No,3,Sold,,2024-09-06
PROP01074,Satellite Court,Ahmedabad,Satellite,19269000,3,2,3136,Independent House,22.999248,72.611447,6.1,Yes,1,Available,Sobha Ltd,2026-01-16
PROP00522,Bandra Gardens,Mumbai,Bandra,45703000,3,3,2537,Independent House,19.145361,72.87485,4.9,No,5,Sold,Sobha Ltd,2025-04-13
PROP00392,Greater Kailash Court,Delhi,Greater Kailash,19977000,3,2,1332,Apartment,28.708941,77.175439,1,Yes,7,Sold,Independent Builder,2023-07-13
PROP00315,Kothrud Estate,Pune,Kothrud,11087000,3,3,1623,Apartment,18.539296,73.79019,7.5,No,3,Available,Local Developer,2023-08-05
PROP00276,Satellite Court,Ahmedabad,Satellite,8107000,3,3,1000,Apartment,23.069983,72.627315,2.5,Yes,3,Sold,Local Developer,2025-08-19
PROP00395,Worli Estate,Mumbai,Worli,156329000,5,4,2998,Penthouse,19.09275,72.857853,6.2,Yes,0,Sold,Lodha Group,2023-08-27
PROP00628,Worli Towers,Mumbai,Worli,32659000,3,3,752,Apartment,19.095042,72.845936,3.9,Yes,15,Sold,DLF Ltd,2022-09-19
PROP01027,Wakad Residency,Pune,Wakad,32454000,3,3,3095,Independent House,18.492974,73.86391,1.8,No,0,Available,Sobha Ltd,2024-09-09
PROP00366,Vastrapur Homes,Ahmedabad,Vastrapur,17418000,2,2,1927,Apartment,23.070061,72.594704,4,No,15,Under Construction,Puravankara,2026-05-25
PROP00479,Indiranagar Court,Bangalore,Indiranagar,10704000,4,4,1437,Independent House,12.948643,77.628045,4,No,0,Sold,Prestige Group,2022-09-11
PROP00079,Indiranagar Heights,Bangalore,Indiranagar,24567000,2,1,1828,Apartment,13.005544,77.575545,4.9,Yes,10,Available,Oberoi Realty,2022-07-23
PROP00753,Dwarka Homes,Delhi,Dwarka,108527000,4,3,4760,Villa,28.652376,77.138105,2.4,Yes,2,Available,Brigade Group,2022-04-09
PROP00789,Tambaram Towers,Chennai,Tambaram,12103000,4,4,1921,Apartment,13.134708,80.270944,5.9,Yes,1,Available,Lodha Group,2025-05-31
PROP00072,OMR Residency,Chennai,OMR,21828000,3,3,1699,Apartment,13.038119,80.200815,6.6,Yes,25,Available,Prestige Group,2022-04-03
PROP00673,Greater Kailash Homes,Delhi,Greater Kailash,20055000,3,2,944,Apartment,28.756668,77.150713,4.7,Yes,25,Available,Local Developer,2022-12-22
PROP00040,Saket Residency,Delhi,Saket,30410000,1,1,1705,Apartment,28.665099,77.081523,4.9,Yes,1,Under Construction,Godrej Properties,2025-03-31
PROP00796,Porur Residency,Chennai,Porur,3202000,1,1,354,Studio,13.056254,80.294361,1,Yes,3,Available,Shapoorji Pallonji,2023-01-17
PROP00989,Pitampura Homes,Delhi,Pitampura,40287000,4,4,2902,Villa,28.673459,77.115242,4.9,No,10,Available,Godrej Properties,2022-06-17
PROP01083,Wakad Enclave,Pune,Wakad,14296000,3,3,1635,Apartment,18.44462,73.798987,8,Yes,1,Sold,Prestige Group,2023-03-18
PROP00734,HSR Layout Heights,Bangalore,HSR Layout,15217000,4,4,1281,Apartment,12.940035,77.573309,4.5,Yes,15,Under Construction,Brigade Group,2025-11-30
PROP00075,Madhapur Heights,Hyderabad,Madhapur,15507000,1,1,1481,Apartment,17.407673,78.502243,0.4,Yes,2,Under Construction,Tata Housing,2023-02-25
PROP00612,Tambaram Homes,Chennai,Tambaram,25067000,3,3,2098,Independent House,13.083057,80.234832,3.5,Yes,3,Sold,Godrej Properties,2023-09-18
PROP00174,Navrangpura Homes,Ahmedabad,Navrangpura,48125000,4,4,5033,Villa,22.995458,72.559619,3.8,No,25,Available,Independent Builder,2025-09-08
PROP00240,Velachery Heights,Chennai,Velachery,3380000,1,1,521,Studio,13.059545,80.309774,2.6,Yes,5,Available,Lodha Group,2024-08-07
PROP00334,Jayanagar Court,Bangalore,Jayanagar,90381000,4,4,5460,Villa,13.023785,77.566352,2.1,Yes,7,Sold,Local Developer,2023-06-05
PROP00147,Satellite Towers,Ahmedabad,Satellite,7376000,2,1,1029,Apartment,23.034896,72.615006,6.6,Yes,3,Under Construction,Independent Builder,2024-12-03
PROP00607,Wakad Gardens,Pune,Wakad,8529000,4,4,884,Apartment,18.591558,73.884944,7.5,Yes,15,Available,Independent Builder,2026-02-09
PROP01133,Anna Nagar Towers,Chennai,Anna Nagar,52649000,4,4,5059,Villa,13.160266,80.303289,7.4,Yes,2,Under Construction,Godrej Properties,2024-12-12
PROP00881,Baner Towers,Pune,Baner,11600000,2,2,1456,Apartment,18.465202,73.935528,0.4,Yes,2,Available,Sobha Ltd,2024-06-20
PROP00518,Saket Heights,Delhi,Saket,23434000,1,1,865,Apartment,28.732677,77.031926,7.7,Yes,0,Sold,Lodha Group,2024-03-09
PROP00829,Kukatpally Residency,Hyderabad,Kukatpally,48203000,5,4,3138,Penthouse,17.364898,78.545165,4,Yes,15,Available,Puravankara,2024-02-17
PROP01119,Aundh Homes,Pune,Aundh,8392000,3,3,951,Apartment,18.570836,73.823766,5.2,Yes,25,Available,Tata Housing,2023-07-06
PROP00879,Yelahanka Heights,Bangalore,Yelahanka,4547000,1,1,431,Studio,12.909437,77.607695,7.3,Yes,15,Available,Oberoi Realty,2025-06-20
PROP00017,Nungambakkam Residency,Chennai,Nungambakkam,10208000,2,2,995,Apartment,13.089451,80.310376,0.6,No,15,Under Construction,Shapoorji Pallonji,2022-11-19
PROP00025,Janakpuri Towers,Delhi,Janakpuri,72236000,4,3,2842,Independent House,28.75382,77.065189,6.3,Yes,7,Under Construction,Puravankara,2023-04-01
PROP00275,Hitech City Homes,Hyderabad,Hitech City,73871000,3,2,5096,Villa,17.316614,78.555188,1,Yes,20,Available,Puravankara,2024-02-21
PROP00371,Malad Towers,Mumbai,Malad,12059000,1,1,394,Studio,19.003382,72.880992,5.3,Yes,0,Sold,Lodha Group,2025-08-01
PROP00260,Malad Estate,Mumbai,Malad,90365000,4,4,2494,Villa,19.026493,72.851769,6.1,,25,Sold,Tata Housing,2022-09-10
PROP00333,Aundh Estate,Pune,Aundh,29992000,3,3,2581,Independent House,18.508732,73.793356,6.4,No,15,Available,Prestige Group,2024-12-29
PROP00813,Yelahanka Homes,Bangalore,Yelahanka,33358000,4,4,2397,Villa,12.926969,77.612422,5.9,No,20,Available,Tata Housing,2023-11-05
PROP00127,Kharadi Heights,Pune,Kharadi,22188000,3,3,2064,Apartment,18.52157,73.858254,4,Yes,10,Sold,Brigade Group,2023-11-10
PROP01011,Rohini Homes,Delhi,Rohini,33941000,3,2,2045,Independent House,28.714752,77.070354,2.1,No,25,Available,Brigade Group,2022-04-27
PROP00318,Bandra Residency,Mumbai,Bandra,120587000,4,4,3408,Villa,19.143534,72.949213,3.9,Yes,7,Sold,Tata Housing,2023-04-19
PROP00591,Hadapsar Towers,Pune,Hadapsar,16562000,4,4,1231,Apartment,18.563014,73.872809,5.2,No,7,Sold,Shapoorji Pallonji,2024-06-13
